Blink_ID,Start_Frame,End_Frame,Duration,Amplitude,Velocity,Frequency
1,60,67,8,0.008124291896820068,0.0031248927116394043,1.4705882352941175
2,92,192,101,0.10194283723831177,0.0006745656331380209,1.0362694300518136
3,272,274,3,0.0033558011054992676,0.0,1.090909090909091
4,292,295,4,0.32515251636505127,0.006829679012298584,1.3513513513513513
5,322,324,3,0.0032714009284973145,0.0032714009284973145,1.5384615384615385
6,368,434,67,0.4515303671360016,0.014565495714064567,1.3793103448275863
7,464,469,6,0.07805430889129639,0.019513577222824097,1.4893617021276597
8,486,497,12,0.14332902431488037,0.013428330421447754,1.6064257028112447
9,544,551,8,0.3487887382507324,0.011751163005828857,1.6304347826086956
10,588,671,84,0.3118348717689514,0.01559174358844757,1.488095238095238
11,683,691,9,0.042706966400146484,0.006100995200020927,1.5895953757225432
12,742,749,8,0.05497288703918457,0.013743221759796143,1.6
13,772,833,62,0.034951627254486084,0.0006721466779708862,1.5587529976019185
14,845,850,6,0.010271549224853516,0.0029356181621551514,1.645123384253819
15,876,878,3,0.03421473503112793,0.004009604454040527,1.7064846416382253
16,887,889,3,0.0037494301795959473,0.0037494301795959473,1.7977528089887642
17,938,943,6,0.05862069129943848,0.000921294093132019,1.8008474576271187
18,977,1082,106,0.05765324831008911,0.0020237735339573453,1.662049861495845
19,1097,1099,3,0.003979980945587158,0.001989990472793579,1.7272727272727273
20,1138,1142,5,0.2510233521461487,0.12551167607307434,1.7497812773403325
21,1152,1155,4,0.010944724082946777,0.0063593387603759766,1.8166089965397925
22,1178,1180,3,0.010544359683990479,0.0,1.8628281117696865
23,1230,1282,53,0.025619208812713623,0.0019707083702087402,1.7926734216679656
24,1295,1302,8,0.3525925278663635,0.058765421311060585,1.841903300076746
25,1313,1317,5,0.007872164249420166,0.0,1.896813353566009
26,1344,1353,10,0.26298391819000244,0.029220435354444716,1.9202363367799113
27,1369,1436,68,0.0057828426361083984,8.896680978628305e-05,1.8789144050104383
28,1468,1470,3,0.02874988317489624,0.01437494158744812,1.9034670292318152
29,1539,1598,60,0.42154115438461304,0.0013679055606617646,1.813633520950594
30,1612,1622,11,0.3397524952888489,0.03775027725431654,1.8484288354898337
31,1636,1642,7,0.030495405197143555,0.030495405197143555,1.8867924528301887
32,1678,1680,3,0.13775157928466797,0.00040906667709350586,1.9036287923854849
33,1732,1744,13,0.029141604900360107,0.007285401225090027,1.8911174785100286
34,1793,1841,49,0.016948163509368896,0.00040352770260402134,1.8458197611292075
35,1875,1887,13,0.16779154539108276,0.055930515130360924,1.8538135593220337
36,1901,2003,103,0.041908860206604004,0.00016911276455583243,1.7964071856287425
37,2018,2022,5,0.21565741300582886,0.21565741300582886,1.828966880869995
38,2041,2043,3,0.004071414470672607,0.0,1.8590998043052838
39,2068,2070,3,0.2356630563735962,0.024674594402313232,1.883148237566393
40,2107,2209,103,0.017222285270690918,0.000492065293448312,1.809954751131222
41,2232,2239,8,0.011120021343231201,0.005560010671615601,1.830357142857143
42,2268,2272,5,0.0051229000091552734,0.001707633336385091,1.8477782666080071
43,2285,2288,4,0.00898808240890503,0.004494041204452515,1.8785495849716032
44,2302,2359,58,0.025284171104431152,0.00014366422380719866,1.864406779661017
45,2383,2389,7,0.3713722825050354,0.3713722825050354,1.882845188284519
46,2401,2403,3,0.0077239274978637695,0.0038619637489318848,1.913477537437604
47,2430,2513,84,0.02425020933151245,0.012125104665756226,1.869530628480509
48,2534,2537,4,0.022389590740203857,0.022389590740203857,1.8912529550827424
49,2549,2551,3,0.0004398822784423828,0.0,1.9200626959247649
50,2570,2572,3,0.017615556716918945,0.0,1.9432568985619898
51,2623,2660,38,0.44952985644340515,0.014984328548113506,1.9165727170236753
52,2669,2676,8,0.06934231519699097,0.011557052532831827,1.942472917444901
53,2683,2688,6,0.3928203582763672,0.34278327226638794,1.9709929341762737
54,2708,2715,8,0.01880466938018799,0.009402334690093994,1.9882179675994107
55,2740,2747,8,0.29908043146133423,0.00328904390335083,2.0014556040756917
56,2771,2775,5,0.23959732055664062,0.059899330139160156,2.0172910662824206
57,2790,2793,4,0.17666620016098022,0.08833310008049011,2.040085898353615
58,2814,2817,4,0.006758391857147217,0.006758391857147217,2.0581973030518097
59,2841,2843,3,0.008846282958984375,0.008846282958984375,2.0745428973277074
60,2867,2870,4,0.009204268455505371,0.0046021342277526855,2.089864158829676
61,2881,2883,3,0.030387163162231445,0.015193581581115723,2.115117891816921
62,2917,2919,3,0.08535784482955933,0.0,2.1232876712328768
63,2929,2932,4,0.030146121978759766,0.0057830810546875,2.1479713603818613
64,2937,2941,5,0.06450396776199341,0.016125991940498352,2.175390890550646
65,2953,2958,6,0.03354620933532715,0.016773104667663574,2.196688070294018
66,2975,2986,12,0.050284624099731445,0.008380770683288574,2.2095748242383664
67,3002,3102,101,0.19130605459213257,0.09565302729606628,2.159200773445053
68,3119,3121,3,0.0034293532371520996,0.0,2.1780909673286355
69,3128,3131,4,0.003493666648864746,0.001164555549621582,2.203065134099617
70,3146,3149,4,0.007697761058807373,0.003909647464752197,2.2222222222222223
71,3165,3168,4,0.0512239933013916,0.0512239933013916,2.2404544020195645
72,3188,3200,13,0.1925433874130249,0.10726076364517212,2.2492970946579196
73,3213,3215,3,0.006041884422302246,0.006041884422302246,2.2699004975124377
74,3242,3244,3,0.39319416880607605,0.004938602447509766,2.280431432973806
75,3248,3251,4,0.3017977476119995,0.15089887380599976,2.3062730627306274
76,3282,3356,75,0.03945517539978027,0.000389643379899322,2.2639261245159368
77,3367,3371,5,0.011604070663452148,0.011604070663452148,2.283511269276394
78,3389,3395,7,0.06245136260986328,0.03122568130493164,2.2968197879858656
79,3405,3407,3,0.0034810900688171387,0.0,2.318075117370892
80,3412,3415,4,0.01950150728225708,0.01950150728225708,2.3419203747072603
81,3436,3545,110,0.29774683713912964,0.0045807205713712254,2.284263959390863
82,3557,3559,3,0.011829376220703125,0.0059146881103515625,2.303370786516854
83,3570,3574,5,0.0561639666557312,0.0280819833278656,2.3216783216783217
84,3582,3585,4,0.01921325922012329,0.0,2.342442833240379
85,3630,3635,6,0.016229689121246338,0.005409896373748779,2.337733773377338
86,3690,3756,67,0.146376371383667,0.002399612645633885,2.2890604205483096
87,3766,3775,10,0.3142123818397522,0.1571061909198761,2.3040254237288136
88,3787,3795,9,0.07996988296508789,0.009996235370635986,2.3182297154899896
89,3799,3818,20,0.022964000701904297,0.002551555633544922,2.3304529981670594
90,3837,3843,7,0.015237212181091309,0.0,2.3413111342351716
91,3866,3868,3,0.006680428981781006,0.0,2.3520289480485914
92,3919,4018,100,0.028359651565551758,0.0002954130371411641,2.289126648420005
93,4029,4038,10,0.16054993867874146,0.053516646226247154,2.30255013617232
94,4047,4052,6,0.1267213225364685,0.1267213225364685,2.31926967678263
95,4063,4066,4,0.003788292407989502,0.001894146203994751,2.3358741086796164
96,4077,4081,5,0.01653885841369629,0.00551295280456543,2.3517883390494854
97,4104,4114,11,0.035429954528808594,0.0058015187581380205,2.3572296476306196
98,4127,4139,13,0.050351619720458984,0.00457741997458718,2.3671497584541066
99,4153,4180,28,0.02966541051864624,0.002966541051864624,2.367854580243961
100,4196,4216,21,0.08113676309585571,0.011590966156550817,2.3713540431586435
101,4231,4358,128,0.02980858087539673,0.004809069633483887,2.3170451938518006
102,4375,4385,11,0.14094769954681396,0.04698256651560465,2.3255813953488373
103,4401,4405,5,0.3814617991447449,0.19073089957237244,2.3377212891511574
104,4434,4436,3,0.015113353729248047,0.0032123327255249023,2.3439260761775977
105,4462,4466,5,0.011270344257354736,0.002817586064338684,2.350570852921424
106,4503,4505,3,0.01890343427658081,0.0,2.3524189968930314
107,4523,4528,6,0.39887377619743347,0.1329579253991445,2.3625524398321924
108,4541,4619,79,0.038158416748046875,0.0038158416748046873,2.3376623376623376
109,4631,4636,6,0.021466434001922607,0.0032034913698832193,2.3506577528574506
110,4653,4656,4,0.099301278591156,0.099301278591156,2.362035645265192
111,4675,4678,4,0.11002254486083984,0.00575941801071167,2.3723017738833083
112,4703,4705,3,0.004622280597686768,0.0,2.379940501487463
113,4714,4716,3,0.05079948902130127,0.05079948902130127,2.395590417638329
114,4740,4882,143,0.02448946237564087,9.86000324817414e-05,2.3346303501945527
115,4893,4895,3,0.0013781189918518066,0.0,2.348856209150327
116,4905,4908,4,0.019750535488128662,0.019750535488128662,2.36300672234671
117,4915,4918,4,0.030888080596923828,0.0,2.3785322219963407
118,4933,4939,7,0.016221463680267334,0.016221463680267334,2.388663967611336
119,4983,5029,47,0.019839584827423096,0.0015348129802280003,2.3658051689860833
120,5041,5049,9,0.036009371280670166,0.018004685640335083,2.376237623762376
121,5080,5082,3,0.17562580108642578,0.17562580108642578,2.3804839661617154
122,5092,5100,9,0.06231427192687988,0.03115713596343994,2.3916879043324837
123,5130,5140,11,0.04782134294509888,0.005179802576700847,2.3925306360630225
124,5153,5215,63,0.024145543575286865,0.001509096473455429,2.377300613496933
125,5234,5244,11,0.039273083209991455,0.032221972942352295,2.3832221163012393
126,5282,5286,5,0.023258090019226074,0.011629045009613037,2.383204085492718
127,5301,5303,3,0.04370826482772827,0.04370826482772827,2.3944193061840124
128,5320,5325,6,0.006941735744476318,0.0017354339361190796,2.403304543747653
129,5362,5364,3,0.03853064775466919,0.03853064775466919,2.4044734389561975
130,5392,5439,48,0.03528761863708496,0.011762539545694986,2.389705882352941
131,5453,5456,4,0.004834949970245361,0.004834949970245361,2.4005864027854136
