Blink_ID,Start_Frame,End_Frame,Duration,Amplitude,Velocity,Frequency
1,26,29,4,0.3145827651023865,0.15729138255119324,3.3333333333333335
2,87,90,4,0.21746128797531128,0.10873064398765564,2.197802197802198
3,210,213,4,0.09438037872314453,0.03213641047477722,1.4018691588785046
4,292,295,4,0.333454430103302,0.333454430103302,1.3513513513513513
5,318,321,4,0.16816389560699463,0.09504890441894531,1.5527950310559007
6,340,344,5,0.17614123225212097,0.15703344345092773,1.7391304347826086
7,349,351,3,0.1254185140132904,0.07511657476425171,1.9886363636363635
8,480,484,5,0.11356115341186523,0.02839028835296631,1.6494845360824744
9,592,596,5,0.15923357009887695,0.0,1.507537688442211
10,624,626,3,0.03407937288284302,0.0,1.5948963317384368
11,667,670,4,0.21203061938285828,0.0,1.639344262295082
12,693,697,5,0.18140751123428345,0.03549632430076599,1.7191977077363898
13,753,758,6,0.1564043164253235,0.0003438591957092285,1.7127799736495388
14,796,799,4,0.19474875926971436,0.09737437963485718,1.7500000000000002
15,828,832,5,0.14122843742370605,0.035307109355926514,1.800720288115246
16,975,988,14,0.3671487867832184,0.06119146446386973,1.6177957532861478
17,1086,1092,7,0.09022778272628784,0.08407825231552124,1.555352241537054
18,1137,1148,12,0.2638109624385834,0.03768728034836905,1.5665796344647518
19,1399,1401,3,0.3132038712501526,0.3132038712501526,1.355206847360913
20,1466,1469,4,0.009824633598327637,0.009824633598327637,1.3605442176870748
21,1492,1494,3,0.10967445373535156,0.10967445373535156,1.4046822742474918
22,1527,1530,4,0.20713308453559875,0.20713308453559875,1.4369693011103852
23,1539,1548,10,0.26262611150741577,0.03282826393842697,1.4848289218850872
24,1564,1567,4,0.09445750713348389,0.0,1.530612244897959
25,1712,1714,3,0.10636359453201294,0.05318179726600647,1.4577259475218658
26,1875,1879,5,0.099143385887146,0.0247858464717865,1.3829787234042552
27,1928,1932,5,0.39688464999198914,0.13229488333066305,1.396792550439731
28,1940,1946,7,0.10374519228935242,0.0,1.4381099126861838
29,1950,1952,3,0.06634366512298584,0.03317183256149292,1.4848950332821302
30,2272,2275,4,0.27064573764801025,0.0,1.3181019332161688
31,2304,2309,6,0.23421508073806763,0.05855377018451691,1.341991341991342
32,2498,2513,16,0.26834389567375183,0.0191674211195537,1.2728719172633254
33,2618,2620,3,0.07337594032287598,0.03668797016143799,1.2590614269362839
34,2626,2631,6,0.3429620563983917,0.05578124523162842,1.2917933130699089
35,2669,2671,3,0.04412320256233215,0.022061601281166077,1.309880239520958
36,2825,2827,3,0.037419140338897705,0.037419140338897705,1.272984441301273
37,2911,2913,3,0.10941773653030396,0.05470886826515198,1.269732326698696
38,2931,2936,6,0.11793392896652222,0.023586785793304442,1.2938372488934287
39,3059,3062,4,0.03382515907287598,0.029043614864349365,1.2732615083251715
40,3135,3138,4,0.31447023153305054,0.0,1.2742911755336095
41,3173,3176,4,0.23547643423080444,0.0,1.2905256531318854
42,3198,3203,6,0.2675189673900604,0.1337594836950302,1.3108614232209739
43,3210,3215,6,0.025647521018981934,0.0,1.3370646766169154
44,3341,3344,4,0.2576766014099121,0.12883830070495605,1.3153961136023917
45,3361,3364,4,0.11935847997665405,0.11010020971298218,1.337295690936107
46,3378,3382,5,0.15504711866378784,0.15504711866378784,1.3597398758498374
47,3399,3408,10,0.38690251111984253,0.0773805022239685,1.3787034320915226
48,3465,3467,3,0.1477615237236023,0.1477615237236023,1.384083044982699
49,3644,3651,8,0.15792521834373474,0.07896260917186737,1.3417305585980284
