Blink_ID,Start_Frame,End_Frame,Duration,Amplitude,Velocity,Frequency
1,12,18,7,0.275353342294693,0.1376766711473465,5.263157894736842
2,25,27,3,0.044044554233551025,0.022022277116775513,7.142857142857142
3,54,56,3,0.30053389072418213,0.15026694536209106,5.263157894736842
4,106,108,3,0.01927238702774048,0.00963619351387024,3.669724770642202
5,188,218,31,0.07412803173065186,0.009266003966331482,2.28310502283105
6,241,244,4,0.036841392517089844,0.02507549524307251,2.4489795918367347
7,253,259,7,0.136371910572052,0.022728651762008667,2.6923076923076925
8,290,295,6,0.005048274993896484,0.001009654998779297,2.7027027027027026
9,335,338,4,0.25649648904800415,0.12824824452400208,2.6548672566371683
10,423,441,19,0.024942338466644287,0.0035631912095206125,2.262443438914027
11,495,502,8,0.19884175062179565,0.09942087531089783,2.1868787276341948
12,516,518,3,0.17184442281723022,0.1520833969116211,2.312138728323699
13,580,587,8,0.08066427707672119,0.01419132947921753,2.2108843537414966
14,626,628,3,0.0003071427345275879,0.0,2.2257551669316373
15,665,667,3,0.015288233757019043,0.0076441168785095215,2.245508982035928
16,693,696,4,0.3905900716781616,0.16014742851257324,2.295552367288379
17,764,769,6,0.03395187854766846,0.008487969636917114,2.207792207792208
18,792,808,17,0.07256186008453369,0.006596532734957608,2.2249690976514214
19,828,830,3,0.01802980899810791,0.009014904499053955,2.286401925391095
20,899,901,3,0.019866943359375,0.0,2.2172949002217295
21,925,927,3,0.1330055594444275,0.06650277972221375,2.2629310344827585
22,958,961,4,0.24791544675827026,0.24791544675827026,2.2869022869022873
23,977,983,7,0.17009752988815308,0.04252438247203827,2.33739837398374
24,987,994,8,0.15875011682510376,0.013236939907073975,2.4120603015075375
25,1002,1004,3,0.010465443134307861,0.0,2.4875621890547266
26,1054,1056,3,0.09229016304016113,0.07916915416717529,2.459791863765374
27,1070,1072,3,0.037908077239990234,0.0,2.516309412861137
28,1127,1135,9,0.19507735967636108,0.032512893279393516,2.464788732394366
29,1200,1203,4,0.4056353271007538,0.0,2.408637873754153
30,1207,1209,3,0.050265610218048096,0.008211851119995117,2.479338842975207
31,1282,1285,4,0.0061966776847839355,0.0,2.410575427682737
32,1334,1336,3,0.15302151441574097,0.01588219404220581,2.393418100224383
33,1387,1390,4,0.05933260917663574,0.05933260917663574,2.372393961179008
34,1560,1563,4,0.3545852303504944,0.1772926151752472,2.1739130434782608
35,1623,1625,3,0.2483941912651062,0.1241970956325531,2.1525215252152523
36,1632,1639,8,0.06574946641921997,0.06574946641921997,2.195121951219512
37,1669,1671,3,0.017703533172607422,0.009917199611663818,2.2129186602870816
38,1680,1684,5,0.059144794940948486,0.029572397470474243,2.2551928783382786
39,1783,1785,3,0.049928486347198486,0.024964243173599243,2.1836506159014557
40,1861,1886,26,0.2083115577697754,4.446765650873599e-05,2.1197668256491786
41,2071,2073,3,0.010641694068908691,0.005320847034454346,1.9768563162970105
42,2257,2259,3,0.023466825485229492,0.0,1.8584070796460177
43,2293,2296,4,0.3629692792892456,0.3629692792892456,1.872006965607314
44,2305,2307,3,0.030511856079101562,0.030511856079101562,1.9064124783362217
45,2322,2324,3,0.005022585391998291,0.0,1.935483870967742
46,2331,2333,3,0.012577593326568604,0.0020093917846679688,1.970865467009426
47,2389,2392,4,0.09612661600112915,0.0065916478633880615,1.964061847053907
48,2402,2410,9,0.14705830812454224,0.024509718020757038,1.9908751555371216
49,2417,2442,26,0.24505192041397095,0.0,2.005730659025788
