Blink_ID,Start_Frame,End_Frame,Duration,Amplitude,Velocity,Frequency
1,463,482,20,0.3309352397918701,0.025456556907066934,0.2070393374741201
2,534,539,6,0.2880846858024597,0.2880846858024597,0.3703703703703704
3,666,668,3,0.19852006435394287,0.19852006435394287,0.4484304932735426
4,782,787,6,0.026655077934265137,0.0018564611673355103,0.5076142131979695
5,885,888,4,0.1838895082473755,0.09194475412368774,0.562429696287964
6,970,973,4,0.06689965724945068,0.06689965724945068,0.6160164271047228
7,997,999,3,0.4025634825229645,0.0,0.7000000000000001
8,1075,1077,3,0.11948025226593018,0.05974012613296509,0.7421150278293136
9,1106,1108,3,0.2327215075492859,0.11636075377464294,0.8115419296663661
10,1253,1256,4,0.11489206552505493,0.057446032762527466,0.7955449482895784
11,1910,1913,4,0.4300330579280853,0.42867884039878845,0.5747126436781609
12,2044,2046,3,0.05620700120925903,0.05620700120925903,0.5862237420615535
13,2123,2125,3,0.23568201065063477,0.23568201065063477,0.6114769520225777
14,2252,2255,4,0.13998264074325562,0.06999132037162781,0.6205673758865249
15,2427,2430,4,0.12362915277481079,0.0,0.6170300287947347
16,2593,2596,4,0.16850322484970093,0.05616774161656698,0.6160954948016942
17,2771,2773,3,0.17296075820922852,0.17296075820922852,0.6128334534967556
18,2808,2810,3,0.2827650308609009,0.0,0.6403415154749199
19,2907,2909,3,0.13951438665390015,0.13951438665390015,0.6529209621993127
20,3148,3150,3,0.08145797252655029,0.08145797252655029,0.6347191367819739
21,3182,3184,3,0.126833975315094,0.02653348445892334,0.6593406593406593
22,3349,3351,3,0.15421083569526672,0.10705995559692383,0.6563245823389021
23,3360,3365,6,0.3762114942073822,0.0,0.6833036244800951
24,3485,3488,4,0.06110203266143799,0.030551016330718994,0.6878761822871883
25,3714,3716,3,0.041626155376434326,0.041626155376434326,0.6725854183481302
26,3815,3818,4,0.02846062183380127,0.011806666851043701,0.6808064938465567
27,4525,4528,4,0.0040700435638427734,0.0,0.5961580922941047
28,4921,4961,41,0.04202920198440552,0.01927122473716736,0.5642885933091495
29,5110,5112,3,0.2832191586494446,0.1416095793247223,0.5671816937218854
30,5370,5375,6,0.11745673418045044,0.02936418354511261,0.5580357142857143
31,5500,5502,3,0.12211954593658447,0.12211954593658447,0.563329093221879
