Blink_ID,Start_Frame,End_Frame,Duration,Amplitude,Velocity,Frequency
1,104,106,3,0.02534615993499756,0.01267307996749878,0.9345794392523363
2,258,260,3,0.34443745017051697,0.34443745017051697,0.7662835249042145
3,444,446,3,0.003230571746826172,0.001615285873413086,0.6711409395973155
4,508,512,5,0.24445101618766785,0.24445101618766785,0.7797270955165692
5,529,533,5,0.3063410520553589,0.08816942572593689,0.9363295880149813
6,615,618,4,0.011829495429992676,0.0,0.9693053311793215
7,828,830,3,0.10559099912643433,0.05279549956321716,0.842358604091456
8,970,973,4,0.284751296043396,0.142375648021698,0.8213552361396305
9,1057,1063,7,0.2599025368690491,0.05198050737380981,0.8458646616541353
10,1424,1431,8,0.19922438263893127,0.03320406377315521,0.6983240223463687
11,1543,1545,3,0.10796844959259033,0.053984224796295166,0.7115135834411385
12,1641,1644,4,0.08776634931564331,0.029255449771881104,0.729483282674772
13,1662,1682,21,0.14552420377731323,0.0,0.7724301841948901
14,1724,1726,3,0.23706436157226562,0.0,0.8106543138390272
15,1753,1756,4,0.1610775589942932,0.1610775589942932,0.8537279453614115
16,1804,1806,3,0.00517427921295166,0.0,0.8854454897620365
17,1886,1889,4,0.0999687910079956,0.0999687910079956,0.8994708994708994
18,1977,1979,3,0.10769426822662354,0.05384713411331177,0.9090909090909091
19,2121,2123,3,0.13031035661697388,0.06515517830848694,0.8945386064030132
20,2141,2144,4,0.11916571855545044,0.11916571855545044,0.9324009324009324
21,2288,2290,3,0.05612844228744507,0.05612844228744507,0.9166302924487123
22,2331,2336,6,0.27173686027526855,0.06793421506881714,0.9413778348309799
23,2665,2667,3,0.24913132190704346,0.18956822156906128,0.8620689655172413
24,2734,2736,3,0.04665130376815796,0.02332565188407898,0.8768724881256851
25,2796,2798,3,0.2893908619880676,0.1618475317955017,0.8931761343336906
26,3029,3031,3,0.0028426051139831543,0.0014213025569915771,0.8575197889182058
27,3742,3744,3,0.2674501836299896,0.0,0.7209612817089452
28,3970,3972,3,0.07172489166259766,0.05224716663360596,0.704757110495847
29,4139,4141,3,0.11870986223220825,0.059354931116104126,0.7001448575567359
30,4524,4527,4,0.11116784811019897,0.03705594937006632,0.6625441696113075
31,4650,4652,3,0.019237875938415527,0.0053018927574157715,0.6662368364496024
32,4721,4723,3,0.24532300233840942,0.12266150116920471,0.6773920406435224
33,5203,5205,3,0.24977177381515503,0.0,0.6338839800230504
34,5541,5544,4,0.14415961503982544,0.0684923529624939,0.6131650135256989
35,5619,5622,4,0.3115957975387573,0.15579789876937866,0.6224435354792816
36,5731,5733,3,0.22135430574417114,0.21274691820144653,0.6278339727938612
37,5812,5814,3,0.07347595691680908,0.07347595691680908,0.6362854686156492
38,5949,5952,4,0.21610844135284424,0.10805422067642212,0.6383336133042163
